"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-09-15 ~ 2026-09-14"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 도로명주소"
"시도 : 서울특별시"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"150","서울특별시 서초구 우면동","765","0765","0000","미라쉘","월세","19.4000","202609","10","13,900","1","5","2015","양재대로2길 100-61","202610~202810","신규","-","",""
"151","서울특별시 서초구 우면동","765","0765","0000","미라쉘","월세","19.4000","202609","10","2,000","60","3","2015","양재대로2길 100-61","202609~202709","신규","-","",""
"152","서울특별시 영등포구 당산동","121-141","0121","0141","노들리안 오피스텔1","월세","28.6800","202609","10","10,000","29","5","2011","버드나루로 94-1","202610~202810","신규","-","",""
"153","서울특별시 서초구 서초동","1600-7","1600","0007","동양라디안루키","전세","17.9400","202609","10","10,350","0","10","2004","서초중앙로 49","202609~202809","신규","-","",""
"154","서울특별시 서초구 서초동","1582-3","1582","0003","서초센트럴IPARK","전세","24.7600","202609","10","3,000","0","20","2020","반포대로18길 36","202609~202809","신규","-","",""
"155","서울특별시 서초구 서초동","1337-2","1337","0002","아크로텔 강남역","월세","24.7700","202609","10","1,000","97","6","2016","효령로77길 34","202609~202709","갱신","사용","1,000","95"
"156","서울특별시 영등포구 양평동2가","22-1","0022","0001","스카이시티","월세","18.1800","202609","10","10,800","10","4","2014","영등포로 14-3","202610~202810","신규","-","",""
"157","서울특별시 영등포구 양평동2가","37-3","0037","0003","오목교투웨니퍼스트","전세","28.6300","202609","10","27,000","0","14","2017","선유서로25길 19","202610~202810","갱신","사용","27,000","0"
"158","서울특별시 관악구 봉천동","866-2","0866","0002","덕산타워","전세","21.9500","202609","10","20,000","0","8","2019","남부순환로220길 28","202610~202810","신규","-","",""
"159","서울특별시 영등포구 대림동","1101-7","1101","0007","G밸리소홈","월세","20.2100","202609","10","1,000","68","5","2018","도림천로19길 11","202609~202809","신규","-","",""
"160","서울특별시 관악구 봉천동","861-7","0861","0007","CO-OP RESIDENCE/서울대입구","월세","17.1900","202609","10","1,000","60","4","2005","봉천로 472","202609~202709","신규","-","",""
"161","서울특별시 영등포구 여의도동","17-4","0017","0004","파크라움 여의도","전세","25.8900","202609","10","24,000","0","5","2023","국회대로62길 7","202610~202810","신규","-","",""
"162","서울특별시 영등포구 도림동","229-2","0229","0002","도림동  디에이원파크","월세","29.4700","202609","09","35,400","33","12","2024","도신로15다길 32","202611~202812","갱신","-","36,000","30"
"163","서울특별시 영등포구 도림동","229-2","0229","0002","도림동  디에이원파크","월세","29.4800","202609","09","30,050","6","4","2024","도신로15다길 32","202610~202810","갱신","사용","30,000","0"
"164","서울특별시 영등포구 당산동5가","8","0008","0000","데시앙루브 오피스텔","전세","23.8300","202609","09","19,300","0","2","2014","당산로 203","202609~202809","갱신","-","19,300","15"
"165","서울특별시 영등포구 양평동2가","27-3","0027","0003","골든힐","전세","39.1500","202609","09","29,400","0","3","2018","선유서로21길 26","202610~202810","신규","-","",""
"166","서울특별시 영등포구 여의도동","44-5","0044","0005","힐스테이트 여의도 파인루체","전세","53.8900","202609","09","70,000","0","4","2023","여의대방로69길 19","202610~202810","신규","-","",""
"167","서울특별시 영등포구 당산동","121-168","0121","0168","(121-168)","월세","33.5800","202609","09","5,000","75","2","2012","버드나루로23길 13","202609~202809","신규","-","",""
"168","서울특별시 송파구 석촌동","15","0015","0000","백제24시찜질방인삼사우나","월세","21.5600","202609","09","1,000","60","4","2004","백제고분로 293","202611~202711","신규","-","",""
"169","서울특별시 영등포구 당산동2가","159-16","0159","0016","(159-16)","월세","37.4200","202609","09","29,500","4","3","2019","선유동1로 20-17","202611~202811","갱신","-","29,500","0"
"170","서울특별시 송파구 삼전동","8","0008","0000","레이크시티","전세","23.2400","202609","09","20,000","0","3","2013","삼전로8길 8","202610~202810","신규","-","",""
"171","서울특별시 영등포구 당산동4가","1-2","0001","0002","코오롱 스타폴리스","월세","40.2800","202609","09","21,000","10","5","2005","영신로 219","202610~202810","갱신","사용","20,000","10"
"172","서울특별시 영등포구 영등포동8가","42-1","0042","0001","한양아이클래스 오피스텔","월세","19.8600","202609","09","1,000","64","9","2014","영신로 228-6","202609~202709","갱신","-","1,000","61"
"173","서울특별시 영등포구 당산동3가","6-3","0006","0003","당산동 디벨리움","월세","26.0100","202609","09","25,000","30","10","2019","양산로 141","202610~202810","신규","-","",""
"174","서울특별시 관악구 신림동","1463-16","1463","0016","굿모닝 오피스텔","월세","13.8200","202609","09","9,500","15","6","2005","관천로 72","202610~202810","신규","-","",""
"175","서울특별시 관악구 신림동","1523-1","1523","0001","일성트루엘","월세","27.8100","202609","09","2,000","80","8","2013","신림로23길 16","202609~202709","갱신","-","2,000","75"
"176","서울특별시 영등포구 당산동2가","159-16","0159","0016","(159-16)","월세","37.4200","202609","09","30,000","4","5","2019","선유동1로 20-17","202610~202810","갱신","-","30,000","4"
"177","서울특별시 영등포구 양평동4가","238-2","0238","0002","선유도한강오피스텔","전세","34.6900","202609","09","24,000","0","3","2017","선유로53길 22","202610~202810","갱신","사용","23,000","0"
"178","서울특별시 서초구 서초동","1309-1","1309","0001","서초동오피스텔","월세","33.6500","202609","09","1,000","95","5","2004","서초대로73길 54","202610~202709","신규","-","",""
"179","서울특별시 영등포구 당산동6가","341-1","0341","0001","소미 더클래스 한강","월세","41.5900","202609","09","9,093","94","3","2023","선유로54길 14","202609~202811","신규","-","",""
"180","서울특별시 영등포구 도림동","820","0820","0000","쌍용플래티넘시티1단지","월세","62.4200","202609","09","46,000","9","14","2006","도영로7길 15","-","-","-","",""
"181","서울특별시 용산구 한강로1가","64","0064","0000","대우 월드마크 용산","전세","104.2900","202609","09","105,000","0","36","2007","한강대로 211","202609~202809","갱신","사용","100,000","0"
"182","서울특별시 종로구 내수동","74","0074","0000","광화문시대","월세","56.5600","202609","09","39,000","20","10","2004","사직로8길 42","202610~202810","신규","-","",""
"183","서울특별시 성동구 용답동","238-5","0238","0005","(238-5)","월세","30.4600","202609","09","10,414","9","7","2021","자동차시장3길 93","202610~202809","갱신","-","10,414","9"
"184","서울특별시 강남구 역삼동","735-15","0735","0015","역삼동 업무시설 및 도시형생활주택","월세","20.7100","202609","09","16,500","15","7","2014","테헤란로14길 13","202610~202810","신규","-","",""
"185","서울특별시 강남구 자곡동","655","0655","0000","강남 푸르지오시티 2차(PRUGIO CITYⅡ)","월세","21.8700","202609","09","12,500","25","7","2014","자곡로 192","202610~202810","신규","-","",""
"186","서울특별시 성동구 용답동","238-5","0238","0005","(238-5)","월세","30.4600","202609","09","8,143","22","11","2021","자동차시장3길 93","202610~202809","갱신","-","4,252","44"
"187","서울특별시 종로구 숭인동","1367","1367","0000","경일오피스텔","월세","18.8200","202609","09","1,000","70","4","2005","난계로 259","202609~202709","신규","-","",""
"188","서울특별시 중구 황학동","1257","1257","0000","한양립스 이노와이즈","전세","36.0700","202609","09","30,000","0","11","2021","난계로15길 63","202610~202810","신규","-","",""
"189","서울특별시 강남구 역삼동","735-15","0735","0015","역삼동 업무시설 및 도시형생활주택","월세","20.7100","202609","09","16,500","15","7","2014","테헤란로14길 13","202610~202810","신규","-","",""
"190","서울특별시 동대문구 신설동","100-2","0100","0002","청광플러스원 청계Ⅱ","월세","17.7600","202609","09","15,200","15","5","2021","청계천로 439","202610~202810","신규","-","",""
"191","서울특별시 중구 충무로5가","36-19","0036","0019","이지마루 충무로","월세","36.4800","202609","09","28,000","10","2","2020","퇴계로49길 26","202610~202810","신규","-","",""
"192","서울특별시 강남구 역삼동","824-25","0824","0025","대우디오빌플러스","전세","38.9600","202609","09","24,500","0","3","2004","강남대로84길 33","-","-","-","",""
"193","서울특별시 성동구 용답동","229-9","0229","0009","시그너스","월세","17.0300","202609","09","500","81","10","2021","자동차시장1길 41","202609~202709","신규","-","",""
"194","서울특별시 광진구 화양동","193","0193","0000","하이뷰오피스텔","월세","18.4300","202609","09","23,100","6","19","2020","광나루로 386","202610~202810","신규","-","",""
"195","서울특별시 강남구 자곡동","672","0672","0000","훼미리타운","전세","73.2800","202609","09","60,900","0","9","2017","밤고개로 231","202610~202810","갱신","사용","58,000","0"
"196","서울특별시 강남구 세곡동","616","0616","0000","강남 드림하이 오피스텔","전세","34.6000","202609","09","26,000","0","4","2018","헌릉로569길 21-30","202609~202809","갱신","-","26,000","0"
"197","서울특별시 송파구 거여동","605","0605","0000","휴먼빌 시티","월세","24.1500","202609","09","1,000","88","10","2020","위례송파로3길 12","202611~202711","신규","-","",""
"198","서울특별시 송파구 방이동","50","0050","0000","잠실엘퍼스트오피스텔","월세","18.0700","202609","09","1,000","90","19","2019","백제고분로51길 7","202610~202710","갱신","-","1,000","90"
"199","서울특별시 송파구 방이동","50","0050","0000","잠실엘퍼스트오피스텔","월세","19.2900","202609","09","1,000","90","6","2019","백제고분로51길 7","202610~202709","신규","-","",""
"200","서울특별시 송파구 방이동","28-2","0028","0002","엘루이시티","월세","17.4500","202609","09","15,000","10","5","2019","올림픽로30길 9","202611~202811","신규","-","",""
"201","서울특별시 송파구 방이동","41-8","0041","0008","잠실 벨솔레 오피스텔","월세","29.3300","202609","09","2,000","140","12","2020","올림픽로34길 5-13","202610~202710","신규","-","",""
"202","서울특별시 송파구 방이동","43","0043","0000","대명벨리온","월세","17.3200","202609","09","3,000","78","7","2017","오금로11길 37","202609~202709","신규","-","",""
"203","서울특별시 강동구 천호동","452-5","0452","0005","엘림스퀘어","월세","26.0100","202609","09","10,000","70","11","2018","천호대로161길 15","202609~202809","신규","-","",""
"204","서울특별시 송파구 방이동","41-8","0041","0008","잠실 벨솔레 오피스텔","월세","29.3300","202609","09","1,000","115","11","2020","올림픽로34길 5-13","202611~202711","갱신","-","1,000","110"
"205","서울특별시 강동구 천호동","452-22","0452","0022","어바니엘","월세","18.0600","202609","09","1,000","66","2","2019","천호대로161길 21","202610~202710","갱신","-","1,000","64"
"206","서울특별시 강동구 길동","415-9","0415","0009","강동역 SK Leaders' VIEW","월세","99.1900","202609","09","20,000","340","12","2026","천호대로175길 39","202609~202809","신규","-","",""
"207","서울특별시 강동구 길동","454-1","0454","0001","일성하이츠오피스텔","월세","22.7700","202609","09","7,000","10","4","1993","천호대로 1121","202610~202810","신규","-","",""
"208","서울특별시 강동구 천호동","580","0580","0000","강동 중흥S-클래스","전세","36.3000","202609","09","40,000","0","24","2024","올림픽로78길 60","202610~202810","신규","-","",""
"209","서울특별시 강동구 천호동","425-3","0425","0003","천호역 한강 푸르지오시티","월세","26.2700","202609","09","8,000","58","23","2015","구천면로 192","202610~202810","신규","-","",""
"210","서울특별시 송파구 문정동","618","0618","0000","파크하비오","월세","48.9600","202609","09","41,700","25","18","","송파대로 111","202610~202810","신규","-","",""
"211","서울특별시 송파구 문정동","618","0618","0000","파크하비오","월세","25.0800","202609","09","19,000","14","10","","송파대로 111","202610~202710","갱신","-","19,000","10"
"212","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","월세","29.9900","202609","09","20,200","23","8","2013","충민로 5","202610~202810","신규","-","",""
"213","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","월세","26.8200","202609","09","2,000","95","11","2013","충민로 5","202609~202709","신규","-","",""
"214","서울특별시 송파구 문정동","652","0652","0000","송파법조타운푸르지오시티","월세","20.2500","202609","09","1,000","98","10","2018","법원로4길 5","202609~202709","갱신","사용","1,000","95"
"215","서울특별시 강동구 천호동","451","0451","0000","이안 강동 컴홈스테이","월세","22.8300","202609","09","11,000","70","9","2021","천호대로 1053","202610~202710","신규","-","",""
"216","서울특별시 강서구 마곡동","760-1","0760","0001","힐스테이트에코 마곡나루역 라마다앙코르 서울마곡","월세","20.8400","202609","09","15,300","18","6","2017","마곡중앙로 161-11","202609~202809","갱신","-","15,790","10"
