사업장명,소재지도로명주소,소재지지번주소,위도,경도,폐기물분류명,폐기물세부종류명,처리방법내용,전화번호,배출량,신고기준연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
현대약품㈜,경상남도 합천군 율곡면 임북길 196,경상남도 합천군 율곡면 임북리 433-21,35.576519154,128.1810369923,지정폐기물,,,,0.04,2018,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
주식회사 에이스컨트리클럽,경상남도 합천군 가야면 가조가야로 1916-10,경상남도 합천군 가야면 성기리 산 112-2,35.6966118773,128.0809386248,지정폐기물,,,,30,2011,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
광명노인요양원,경상남도 합천군 가야면 치인5길 118,경상남도 합천군 가야면 치인리 352,35.7999404235,128.057609755,지정폐기물,,,,1,2009,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
상민석재,경상남도 합천군 율곡면 임북공단길 20,경상남도 합천군 율곡면 임북리 493-10,35.580118775,128.1801261999,지정폐기물,,,,1,2009,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
한국수자원공사 합천댐지사,경상남도 합천군 용주면 합천호수로 705,경상남도 합천군 용주면 가호리 553,35.5458862451,128.0679984009,지정폐기물,,,,9.2,2008,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
합천종합자동차해체재활용업 대야카센타,경상남도 합천군 합천읍 대야로 969(1층),경상남도 합천군 합천읍 영창리 467-1,35.5744036567,128.1656717744,지정폐기물,,,,49.2,2008,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
경상남도 합천군청(적중정수장),경상남도 합천군 적중면 황강옥전로 1705,경상남도 합천군 적중면 죽고리 684-1,35.5710930234,128.2943343738,사업장폐기물,,,,60,2023,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
㈜세농유비농업회사법인,경상남도 합천군 율곡면 동부로 899-48,경상남도 합천군 율곡면 낙민리 48,35.5695030508,128.2569969056,사업장폐기물,,,,300,2023,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
경상남도 합천군시설관리공단(율곡 농공단지 폐수처리시설),경상남도 합천군 율곡면 임북공단길 12-7,경상남도 합천군 율곡면 임북리 433-1,35.5795617238,128.1797669914,사업장폐기물,,,,20,2023,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
㈜경남실업,경상남도 합천군 대양면 대한로 276,경상남도 합천군 대양면 무곡리 산 158,35.5129560373,128.1931468357,사업장폐기물,,,,45000,2022,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
백일정미소,경상남도 합천군 삼가면 일부4길 9,경상남도 합천군 삼가면 일부리 908-9,35.4113537303,128.1230803428,사업장폐기물,,,,2000,2021,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
미농영농조합법인,경상남도 합천군 청덕면 가현길 100-11,경상남도 합천군 청덕면 가현리 375-1,35.5695227445,128.3321680499,사업장폐기물,,,,1000,2021,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
진성개발㈜,경상남도 합천군 용주면 노리팔산길 279-109,경상남도 합천군 용주면 팔산리 산 5-1,35.5384653138,128.1413911347,사업장폐기물,,,,12000,2021,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
늘푸른자원㈜,경상남도 합천군 청덕면 초곡3길 10,경상남도 합천군 청덕면 앙진리 851-1,35.5119691042,128.3515697742,사업장폐기물,,,,30,2021,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
경상남도 합천군시설관리공단(폐기물매립시설),경상남도 합천군 대양면 합천대로 2586-35,경상남도 합천군 대양면 정양리 59,35.5492051296,128.1708878293,사업장폐기물,,,,170,2021,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
이레산업㈜,경상남도 합천군 용주면 합천호수로 947-61,경상남도 합천군 용주면 봉기리 54,35.5461519242,128.0955835758,사업장폐기물,,,,288,2019,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
동아에코팩 주식회사 가야산샘물,경상남도 합천군 묘산면 영서로 1724-12,경상남도 합천군 묘산면 반포리 553-1,35.6415706446,128.0836505881,사업장폐기물,,,,60,2019,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
경상남도 합천군시설관리공단(용주 가호 공공하수처리시설),경상남도 합천군 용주면 합천호수로 828-4,경상남도 합천군 용주면 봉기리 666-1,35.5473157291,128.0792422667,사업장폐기물,,,,600,2019,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
㈜합천레미콘,경상남도 합천군 합천읍 마령로 401-34,경상남도 합천군 합천읍 용계리 223,35.6231493652,128.1561166189,사업장폐기물,,,,750,2018,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
아일수지공업㈜,경상남도 합천군 율곡면 임북길 179,경상남도 합천군 율곡면 임북리 433-12,35.5786750328,128.1805642716,사업장폐기물,,,,6,2018,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
상민석재,경상남도 합천군 율곡면 임북리 임북공단길 20,경상남도 합천군 율곡면 임북리 493-10,35.580118775,128.1801261999,사업장폐기물,,,,110,2017,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
합천종합자동차해체재활용업 대야카센타,경상남도 합천군 합천읍 대야로 969,경상남도 합천군 합천읍 영창리 467-1,35.5744036567,128.1656717744,사업장폐기물,,,,259,2015,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
주원산업,경상남도 합천군 초계면 동부로 993,경상남도 합천군 초계면 대동리 10-3,35.5667977908,128.25073711,사업장폐기물,,,,100,2015,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
(주)상원그린콘,경상남도 합천군 가야면 매화산로 56-9,경상남도 합천군 가야면 사촌리 932-1,35.7488835406,128.1217435151,사업장폐기물,,,,150,2015,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
㈜구일알앤씨,경상남도 합천군 율곡면 임북길 175,경상남도 합천군 율곡면 임북리 433-11,35.5789257004,128.1800362165,사업장폐기물,,,,1650,2012,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
경상남도 합천군시설관리공단(삼가 공공하수처리시설),경상남도 합천군 삼가면 서부로 165-32,경상남도 합천군 삼가면 두모리 529,35.4121279605,128.105965741,사업장폐기물,,,,330,2012,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
경상남도 합천군시설관리공단(초계·적중 공공하수처리시설),경상남도 합천군 적중면 동부로 1421-25,경상남도 합천군 적중면 옥두리 694,35.5551341811,128.2891833362,사업장폐기물,,,,390,2012,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
경상남도 합천군시설관리공단(가야·야로 공공하수처리시설),경상남도 합천군 야로면 가야산로 242-15,경상남도 합천군 야로면 정대리 478-9,35.6977187652,128.1737871685,사업장폐기물,,,,300,2012,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
디케이㈜,경상남도 합천군 율곡면 임북길 171,경상남도 합천군 율곡면 임북리 433-10,35.5784122566,128.179273009,사업장폐기물,,,,1200,2011,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
동흥식품,경상남도 합천군 야로면 야로공단길 40,경상남도 합천군 야로면 매촌리 666-1,35.7183003389,128.1652624127,사업장폐기물,,,,600,2009,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
㈜성지이테크,경상남도 합천군 율곡면 황강옥전로 292-3,경상남도 합천군 율곡면 두사리 275,35.6045209875,128.2254662476,사업장폐기물,,,,1100,2008,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
㈜에이스컨트리클럽,경상남도 합천군 가야면 가조가야로 1916-10,경상남도 합천군 가야면 성기리 산 112-2,35.6966118773,128.0809386248,사업장폐기물,,,,149,2007,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
경상남도 합천군시설관리공단(가축분뇨처리시설),경상남도 합천군 대양면 합천대로 2586-35,경상남도 합천군 대양면 정양리 59,35.5492051296,128.1708878293,사업장폐기물,,,,3600,2007,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
(주)보광아스콘,경상남도 합천군 율곡면 대야로 1669,경상남도 합천군 율곡면 와리 152-2,35.6248704996,128.2005916565,사업장폐기물,,,,480,2006,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
현대약품㈜,경상남도 합천군 율곡면 임북길 196,경상남도 합천군 율곡면 임북리 433-21,35.576519154,128.1810369923,사업장폐기물,,,,0.5,2006,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
형제농업회사법인㈜,경상남도 합천군 청덕면 초곡3길 62,경상남도 합천군 청덕면 초곡리 99,35.5140251945,128.3474908988,사업장폐기물,,,,22456.8,2005,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
경상남도 합천군시설관리공단(야로 농공단지 폐수처리시설),경상남도 합천군 야로면 야로공단길 11,경상남도 합천군 야로면 야로리 436-1,35.7156527311,128.1653941534,사업장폐기물,,,,220,2005,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
경상남도 합천군시설관리공단(축산폐수공공처리장),경상남도 합천군 대양면 합천대로 2586-35,경상남도 합천군 대양면 정양리 59,35.5492051296,128.1708878293,사업장폐기물,,,,120,2005,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
㈜상원엔텍,경상남도 합천군 율곡면 황강옥전로 292-3,경상남도 합천군 율곡면 두사리 275,35.6045209875,128.2254662476,사업장폐기물,,,,1700,2004,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
한국전력공사합천지사,경상남도 합천군 합천읍 대야로 921,경상남도 합천군 합천읍 합천리 1524,35.5706950747,128.1631799256,사업장폐기물,,,,1500,2004,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
㈜초계산업,경상남도 합천군 적중면 황강옥전로 1861,경상남도 합천군 적중면 죽고리 895-14,35.5579782047,128.2871990299,사업장폐기물,,,,360,2004,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
경상남도 합천군시설관리공단(합천 공공하수처리시설),경상남도 합천군 합천읍 강변로 1,경상남도 합천군 합천읍 합천리 1-4,35.5739536735,128.1681010454,사업장폐기물,,,,600,2004,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
㈜경산세라믹,경상남도 합천군 율곡면 임북길 195,경상남도 합천군 율곡면 임북리 433-17,35.5779984866,128.1818689898,사업장폐기물,,,,480,2002,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
참빛동아산업㈜,경상남도 합천군 율곡면 임북공단길 40,경상남도 합천군 율곡면 임북리 493(율곡농공단지내),35.581409915,128.1813096996,사업장폐기물,,,,650,1996,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
한국환경공단 영남지역본부(합천폐비닐처리시설),경상남도 합천군 쌍백면 쌍백중앙로 624-6,경상남도 합천군 쌍백면 장전리 376,35.4852618682,128.1552131003,사업장폐기물,,,,300,1998,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
초계석재,경상남도 합천군 율곡면 동부로 899-8,경상남도 합천군 율곡면 낙민리 108-5,35.5738114787,128.2479317398,사업장폐기물,,,,60,1998,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
㈜보림산업,경상남도 합천군 용주면 연촌우곡길 165-24,경상남도 합천군 용주면 방곡리 560-1,35.5694892593,128.1034964809,사업장폐기물,,,,900,1996,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
흥진산업㈜,경상남도 합천군 적중면 황강옥전로 1839,경상남도 합천군 적중면 죽고리 888,35.5601152612,128.2896293867,사업장폐기물,,,,210,1998,경상남도 합천군,055-930-3303,2026-04-16,5480000,경상남도 합천군
탐라산업,제주특별자치도 서귀포시 토평공단로115번길29(토평동),,33.29075514,126.5814489,사업장폐기물,,,,2040,2025,제주특별자치도 서귀포시청,064-760-2945,2026-04-23,6520000,제주특별자치도 서귀포시
유한회사 세림,제주특별자치도 서귀포시 호근서호로92번길 84-7(호근동),,33.26049186,126.5397626,사업장폐기물,,,,50,2025,제주특별자치도 서귀포시청,064-760-2945,2026-04-23,6520000,제주특별자치도 서귀포시
농업회사법인 미귤주식회사,제주특별자치도 서귀포시 문필로 27 제주감귤마을 (보목동),,33.23932583,126.5967228,사업장폐기물,,,,50,2025,제주특별자치도 서귀포시청,064-760-2945,2026-04-23,6520000,제주특별자치도 서귀포시
주식회사 더클래식씨씨,제주특별자치도 서귀포시 남원읍 남조로 1105,,33.3706623,126.6798697,사업장폐기물,,,,109.2,2025,제주특별자치도 서귀포시청,064-760-2945,2026-04-23,6520000,제주특별자치도 서귀포시
주식회사 백두자원,제주특별자치도 서귀포시 516로 110-5 (토평동),,33.26307454,126.5839985,사업장폐기물,,,,360,2025,제주특별자치도 서귀포시청,064-760-2945,2026-04-23,6520000,제주특별자치도 서귀포시
가마자원,제주특별자치도 서귀포시 표선면 세성로 114-10,,33.31666843,126.8031692,사업장폐기물,,,,25,2024,제주특별자치도 서귀포시청,064-760-2945,2026-04-23,6520000,제주특별자치도 서귀포시
주식회사 청우,제주특별자치도 서귀포시 표선면 돈오름로 53-21,,33.33481517,126.8047944,사업장폐기물,,,,420,2024,제주특별자치도 서귀포시청,064-760-2945,2026-04-23,6520000,제주특별자치도 서귀포시
주식회사 제주런드리,제주특별자치도 서귀포시 토평공단로139번길 5,,33.29338075,126.5820366,사업장폐기물,,,,100,2024,제주특별자치도 서귀포시청,064-760-2945,2026-04-23,6520000,제주특별자치도 서귀포시
